product_id,handle,title,state,globo_option_sets,action
9436282224979,proposal-in-paris-personalised-pebble-picture,Personalised Couple Pebble Picture Gift — Proposal In Paris | Romantic Engagement Gift UK,no native builder — still depends on Globo,768208,keep on Globo until a native builder exists
9436282257747,proposal-in-venice-personalised-pebble-picture,Personalised Couple Pebble Picture Gift — Proposal In Venice | Romantic Engagement Gift UK,no native builder — still depends on Globo,768208,keep on Globo until a native builder exists
9436233367891,beach-proposal-personalised-pebble-picture-gift,Personalised Engagement Pebble Picture Gift — Beach Proposal | Unique Engagement Gift UK,native Daisy builder — Globo NOT needed,768208,REMOVE from these option sets
9436237529427,engagement-proposal-love-tree-personalised-pebble-picture-copy,Personalised Engagement Pebble Picture Gift — Love Tree | Engagement or Proposal Present UK,native Daisy builder — Globo NOT needed,"768233,882709",REMOVE from these option sets
9683107217747,love-at-christmas-engagement-proposal-personalised-pebble-picture,Personalised Engagement Christmas Pebble Picture Gift — Love At Christmas | Unique Proposal Gift UK,no native builder — still depends on Globo,"768233,882709",keep on Globo until a native builder exists
9436245754195,on-your-wedding-day-family-personalised-pebble-picture-gift,Personalised Family Wedding Pebble Picture Gift — On Your Wedding Day | Unique Wedding Gift UK,native Daisy builder — Globo NOT needed,768240,REMOVE from these option sets
9436238250323,family-autumn-leaves-personalised-pebble-picture,Personalised Family Pebble Picture Gift — Autumn Leaves | Unique Family Home Gift UK,no native builder — still depends on Globo,768288,keep on Globo until a native builder exists
9436234318163,couple-love-tree-personalised-pebble-picture-6-colour-options,Personalised Couple Pebble Picture Gift — Love Tree | Unique Anniversary or Wedding Gift UK,native Daisy builder — Globo NOT needed,768290,REMOVE from these option sets
9436237791571,everything-to-me-personalised-pebble-artwork,Personalised Couple Pebble Picture Gift — Everything to Me | Romantic Anniversary Gift UK,native Daisy builder — Globo NOT needed,768326,REMOVE from these option sets
9436244574547,mum-nanny-everything-to-me-personalised-pebble-picture,Personalised Mum Nan Pebble Picture Gift — Everything To Me | Mum Birthday Mother's Day Present UK,no native builder — still depends on Globo,768335,keep on Globo until a native builder exists
9436233138515,always-forever-personalised-pebble-artwork,Personalised Couple Pebble Picture Gift — Always & Forever | Wedding Anniversary Gift UK,native Daisy builder — Globo NOT needed,768344,REMOVE from these option sets
9436243689811,mum-hands-hearts-personalised-pebble-picture,Personalised Mum Pebble Picture Gift — Hands & Hearts | Mum Birthday Mother's Day Present UK,native Daisy builder — Globo NOT needed,768353,REMOVE from these option sets
9436288975187,to-the-moon-back-personalised-pebble-artwork,Personalised Pebble Artwork Gift — To The Moon & Back | Unique Romantic or Family Gift UK,native Daisy builder — Globo NOT needed,768367,REMOVE from these option sets
9436239298899,family-making-memories-personalised-pebble-picture,Personalised Family Pebble Picture Gift — Making Memories | Unique Family Home Gift UK,no native builder — still depends on Globo,768389,keep on Globo until a native builder exists
9436236218707,dad-grandparent-making-memories-personalised-pebble-picture-copy,Personalised Dad Grandad Pebble Picture Gift — Making Memories | Father's Day Birthday Present UK,no native builder — still depends on Globo,768389,keep on Globo until a native builder exists
9436243853651,mum-grandparent-making-memories-personalised-pebble-picture,Personalised Mum Grandparent Pebble Picture Gift — Making Memories | Mum Nan Birthday Present UK,no native builder — still depends on Globo,768389,keep on Globo until a native builder exists
9436241527123,hello-baby-personalised-pebble-picture,Personalised New Baby Pebble Picture Gift — Hello Baby | New Baby or Christening Gift UK,no native builder — still depends on Globo,768411,keep on Globo until a native builder exists
9436245459283,the-stork-personalised-pebble-picture,Personalised New Baby Pebble Picture Gift — Baby Stork | Unique Baby Shower or Newborn Gift UK,no native builder — still depends on Globo,768434,keep on Globo until a native builder exists
9436282323283,rainbow-personalised-pebble-sketch-picture,Personalised Rainbow Pebble Picture Gift — Unique Hopeful Memory or Remembrance Gift UK,no native builder — still depends on Globo,768442,keep on Globo until a native builder exists
9436245393747,nanny-hands-hearts-personalised-pebble-picture,Personalised Nanny Pebble Picture Gift — Hands & Hearts | Nan Birthday Mother's Day Present UK,no native builder — still depends on Globo,768448,keep on Globo until a native builder exists
9436289925459,what-happens-at-grandmas-personalised-pebble-picture,Personalised Grandma Pebble Picture Gift — What Happens At Grandma's | Unique Gran Present UK,no native builder — still depends on Globo,768898,keep on Globo until a native builder exists
9436289990995,what-happens-at-grandpas-personalised-pebble-picture,Personalised Grandpa Pebble Picture Gift — What Happens At Grandpa's | Unique Grandad Present UK,no native builder — still depends on Globo,768898,keep on Globo until a native builder exists
9436244476243,mothers-day-2023-pebble-picture,Personalised Mum Nan Pebble Picture Gift — All You Do For Me | Mum Birthday Mother's Day Present UK,no native builder — still depends on Globo,768916,keep on Globo until a native builder exists
9436285894995,sowing-the-seeds-of-love-personalised-pebble-artwork,Personalised Couple Pebble Picture Gift — Sowing The Seeds Of Love | Romantic Anniversary Gift UK,no native builder — still depends on Globo,768923,keep on Globo until a native builder exists
9436238872915,family-ice-rink-personalised-pebble-picture,Personalised Family Christmas Pebble Picture Gift — Ice Rink | Family Xmas Gift UK,no native builder — still depends on Globo,768932,keep on Globo until a native builder exists
9436238741843,,,not active (archived/draft/deleted),768932,ignore — set can go if it only holds products like this
9436245524819,new-home-personalised-pebble-picture,Personalised New Home Pebble Picture Gift — Unique Housewarming Moving Present UK,native Daisy builder — Globo NOT needed,"768934,882690",REMOVE from these option sets
9436245623123,new-home-blossom-tree-personalised-pebble-picture,Personalised New Home Pebble Picture Gift — No Place Like Home | Unique Housewarming Present UK,no native builder — still depends on Globo,"768934,882690",keep on Globo until a native builder exists
9436239626579,snow-place-like-home-gingerbread-house-personalised-pebble-sketch-picture,Personalised Family Christmas Pebble Picture Gift — Gingerbread House | Family Xmas Gift UK,no native builder — still depends on Globo,768938,keep on Globo until a native builder exists
9436240838995,grandparent-gingerbread-house-personalised-pebble-sketch-picture,Personalised Grandparent Christmas Pebble Picture Gift — Gingerbread House | Xmas Gift UK,no native builder — still depends on Globo,768938,keep on Globo until a native builder exists
9436239397203,our-world-family-personalised-pebble-artwork,Personalised Family Pebble Picture Gift — Our World | Unique Family Home Gift UK,native Daisy builder — Globo NOT needed,768946,REMOVE from these option sets
9436236546387,dad-nanny-our-world-personalised-pebble-artwork,Personalised Dad Grandad Pebble Picture Gift — Our World | Father's Day Birthday Present UK,no native builder — still depends on Globo,768946,keep on Globo until a native builder exists
9436244738387,mum-nanny-our-world-personalised-pebble-artwork,Personalised Mum Nan Pebble Picture Gift — Our World | Mum Birthday Mother's Day Present UK,native Daisy builder — Globo NOT needed,768946,REMOVE from these option sets
9436241690963,home-sweet-home-personalised-pebble-picture,Personalised New Home Pebble Picture Gift — Home Sweet Home | Housewarming Moving Present UK,native Daisy builder — Globo NOT needed,768981,REMOVE from these option sets
9436240740691,grandparent-festive-personalised-pebble-sketch-picture,Personalised Grandparent Christmas Pebble Picture Gift — Festive | Nan Grandad Xmas Present UK,no native builder — still depends on Globo,768988,keep on Globo until a native builder exists
9436232810835,a-little-bit-of-crazy-personalised-pebble-picture,Personalised Pebble Picture Gift — A Little Bit of Crazy | Unique Friendship or Fun Gift UK,native Daisy builder — Globo NOT needed,"768990,882542",REMOVE from these option sets
9436233564499,because-i-have-a-sister-personalised-pebble-picture,Personalised Sister Pebble Picture Gift — Because I Have a Sister | Sister Gift UK,no native builder — still depends on Globo,769006,keep on Globo until a native builder exists
9436242706771,life-is-better-with-friends-personalised-pebble-picture,Personalised Friendship Pebble Picture Gift — Life is Better With Friends | Best Friend Present UK,no native builder — still depends on Globo,769012,keep on Globo until a native builder exists
9436282519891,personalised-remembrance-blue-angel-wings-pebble-picture,Personalised Remembrance Pebble Picture Gift — Blue Angel Wings | Unique Memorial Gift UK,no native builder — still depends on Globo,769019,keep on Globo until a native builder exists
9436282618195,personalised-remembrance-pink-angel-wings-pebble-picture,Personalised Remembrance Pebble Picture Gift — Pink Angel Wings | Unique Memorial Gift UK,no native builder — still depends on Globo,769019,keep on Globo until a native builder exists
9436282454355,personalised-remembrance-angel-wings-pebble-picture-up-to-4-angels,Personalised Remembrance Angel Wings Pebble Picture Gift — Up to 4 Angels | Memorial Gift UK,no native builder — still depends on Globo,769021,keep on Globo until a native builder exists
9436277047635,,,not active (archived/draft/deleted),769038,ignore — set can go if it only holds products like this
9436277866835,,,not active (archived/draft/deleted),769046,ignore — set can go if it only holds products like this
9436249489747,personalised-dad-standing-number-plate,Personalised 'Dad/Grandad' Standing Acrylic Number Plate Gift,no native builder — still depends on Globo,769051,keep on Globo until a native builder exists
9436257059155,,,not active (archived/draft/deleted),769063,ignore — set can go if it only holds products like this
9436278063443,personalised-football-team-acrylic-block,"Personalised, Football Team Acrylic Block Gift",no native builder — still depends on Globo,769070,keep on Globo until a native builder exists
9436265546067,personalised-anniversary-pebble-people-hanging-heart-copy,Personalised Couple Wedding Pebble Hanging Heart Gift — Unique Wedding Anniversary Present UK,native Daisy builder — Globo NOT needed,769153,REMOVE from these option sets
9436250702163,personalised-engagement-pebble-hanging-heart,Personalised 'Engagement' Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769165,REMOVE from these option sets
9436254306643,personalised-mr-mrs-engraved-chopping-board,Personalised Mr & Mrs Laser Engraved Wedding Chopping Board | Unique Wedding Gift UK,no native builder — still depends on Globo,769176,keep on Globo until a native builder exists
9436252930387,personalised-grandparent-blossom-tree-hanging-heart,Personalised 'Grandparent Blossom Tree' Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769181,REMOVE from these option sets
9436254896467,personalised-mum-blossom-tree-hanging-heart,Personalised 'Mum Blossom Tree' Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769181,REMOVE from these option sets
9436270133587,,,not active (archived/draft/deleted),769194,ignore — set can go if it only holds products like this
9436270199123,,,not active (archived/draft/deleted),769215,ignore — set can go if it only holds products like this
9436270100819,,,not active (archived/draft/deleted),769228,ignore — set can go if it only holds products like this
9436251849043,personalised-family-festive-christmas-pebble-star-hanging-decoration,Personalised 'Family Festive' Christmas Pebble Star Hanging Decoration,no native builder — still depends on Globo,769231,keep on Globo until a native builder exists
9436228845907,family-personalised-street-sign,Personalised Family Street Sign Gift — Custom Family Name Sign | Personalised Home Gift UK,native Daisy builder — Globo NOT needed,"769260,892323",REMOVE from these option sets
9436267086163,personalised-christmas-street-sign,Personalised Family Christmas Street Sign Gift — Festive Family Name | Personalised Xmas Decoration,native Daisy builder — Globo NOT needed,769265,REMOVE from these option sets
9436269347155,personalised-guardian-angel-remembrance-pebble-people-hanging-heart,Personalised Guardian Angel Remembrance Pebble People Hanging Heart Gift,native Daisy builder — Globo NOT needed,769281,REMOVE from these option sets
9436262629715,personalised-wonderland-family-christmas-pebble-hanging-heart,"Personalised ""Wonderland"" Family Christmas Pebble Hanging Decoration",native Daisy builder — Globo NOT needed,769285,REMOVE from these option sets
9436264300883,personalised-elf-arrival-postcard-with-optional-elf-toy,"Personalised Elf Arrival Postcard, Christmas Elf Welcome Letter, Optional Plush Elf Friend",native Daisy builder — Globo NOT needed,769294,REMOVE from these option sets
9436274295123,personalised-teacher-poem-hanging-star,Personalised Teacher Poem Hanging Star Gift — Unique End of Year Thank You Present UK,no native builder — still depends on Globo,769298,keep on Globo until a native builder exists
9436256862547,personalised-shine-teacher-star-keyring,Personalised Shine Teacher Star Keyring Gift — Unique End of Year Thank You Teacher Present UK,no native builder — still depends on Globo,769303,keep on Globo until a native builder exists
9436254044499,personalised-magic-books-teacher-bookmark,Personalised Magic Books Teacher Bookmark Gift — Unique End of Year Thank You Present UK,no native builder — still depends on Globo,769307,keep on Globo until a native builder exists
9436262793555,personalised-apple-teacher-bookmark-available-in-2-colours,Personalised Apple Teacher Bookmark Gift — 2 Designs | Unique End of Year Thank You Present UK,no native builder — still depends on Globo,769308,keep on Globo until a native builder exists
9436273508691,personalised-teacher-bookmark-available-in-9-colours,Personalised Teacher Bookmark Gift — 9 Colours | Unique End of Year Thank You Teacher Present UK,no native builder — still depends on Globo,769708,keep on Globo until a native builder exists
9436253913427,,,not active (archived/draft/deleted),769715,ignore — set can go if it only holds products like this
9436250243411,,,not active (archived/draft/deleted),769727,ignore — set can go if it only holds products like this
9436267544915,personalised-flower-teacher-hanging-heart,Personalised Teacher Flower Hanging Heart Gift — Unique End of Year Thank You Present UK,no native builder — still depends on Globo,769739,keep on Globo until a native builder exists
9436274196819,personalised-teacher-hanging-jigsaw-piece-decoration,Personalised Teacher Hanging Jigsaw Piece Gift — Unique End of Year Thank You Present UK,no native builder — still depends on Globo,769742,keep on Globo until a native builder exists
9436253225299,,,not active (archived/draft/deleted),769747,ignore — set can go if it only holds products like this
9436263448915,,,not active (archived/draft/deleted),769750,ignore — set can go if it only holds products like this
9436263350611,personalised-caution-busy-do-not-disturb-door-hanger,Personalised CAUTION 'Busy Do Not Disturb' Door Hanger Gift,no native builder — still depends on Globo,769752,keep on Globo until a native builder exists
9436256207187,,,not active (archived/draft/deleted),769758,ignore — set can go if it only holds products like this
9436255977811,,,not active (archived/draft/deleted),769761,ignore — set can go if it only holds products like this
9436256698707,,,not active (archived/draft/deleted),769766,ignore — set can go if it only holds products like this
9436257157459,,,not active (archived/draft/deleted),769768,ignore — set can go if it only holds products like this
9436246638931,,,not active (archived/draft/deleted),769774,ignore — set can go if it only holds products like this
9436246671699,,,not active (archived/draft/deleted),769775,ignore — set can go if it only holds products like this
9436249358675,,,not active (archived/draft/deleted),769779,ignore — set can go if it only holds products like this
9436235366739,dad-grandpa-premium-quality-bottle-opener,"Dad/Grandpa 'Premium Quality' Personalised, Oak Veneer Bottle Opener Gift",native Daisy builder — Globo NOT needed,769782,REMOVE from these option sets
9436247556435,personalised-bbq-grill-hanging-sign,Personalised 'BBQ & Grill' Hanging Sign Gift,native Daisy builder — Globo NOT needed,769787,REMOVE from these option sets
9436247916883,personalised-beer-garden-hanging-sign,Personalised 'Beer Garden' Hanging Sign Gift,no native builder — still depends on Globo,769791,keep on Globo until a native builder exists
9436252275027,personalised-fire-pit-garden-sign,Personalised 'Fire Pit' Garden Sign Gift,no native builder — still depends on Globo,769795,keep on Globo until a native builder exists
9436270264659,,,not active (archived/draft/deleted),769800,ignore — set can go if it only holds products like this
9436270428499,personalised-laser-cut-acrylic-greenhouse-sign,Personalised Laser Cut Acrylic 'Greenhouse' Sign Gift,no native builder — still depends on Globo,769804,keep on Globo until a native builder exists
9436270625107,personalised-laser-cut-acrylic-shed-sign,Personalised Laser Cut Acrylic 'Shed' Sign Gift,no native builder — still depends on Globo,769807,keep on Globo until a native builder exists
9436270494035,personalised-laser-cut-acrylic-home-bar-sign,Personalised Laser Cut Acrylic 'Home Bar' Sign Gift,no native builder — still depends on Globo,769811,keep on Globo until a native builder exists
9436270330195,personalised-laser-cut-acrylic-garden-sign,Personalised Laser Cut Acrylic 'Garden' Sign Gift,no native builder — still depends on Globo,769814,keep on Globo until a native builder exists
9436272787795,personalised-dog-remembrance-pebble-people-hanging-heart,Personalised Pet Remembrance Pebble People Hanging Heart Gift,native Daisy builder — Globo NOT needed,769817,REMOVE from these option sets
9436235530579,dad-grandpa-superhero-plaque-with-bottle-opener,Dad/Grandpa 'Superhero' wooden plaque with bottle opener Gift,no native builder — still depends on Globo,769826,keep on Globo until a native builder exists
9436236087635,dad-grandpa-youre-welcome-wooden-plaque-with-bottle-opener,Dad/Grandpa 'You're Welcome' wooden plaque with bottle opener Gift,no native builder — still depends on Globo,769843,keep on Globo until a native builder exists
9436235268435,dad-grandpa-charging-station-wooden-plaque-with-bottle-opener,Dad/Grandpa 'Charging Station' wooden plaque with bottle opener Gift,no native builder — still depends on Globo,769844,keep on Globo until a native builder exists
9436246802771,personalised-all-you-do-for-me-pebble-hanging-heart,Personalised 'All You Do For Me' Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769850,REMOVE from these option sets
9436214133075,,,not active (archived/draft/deleted),769856,ignore — set can go if it only holds products like this
9436225438035,,,not active (archived/draft/deleted),769861,ignore — set can go if it only holds products like this
9436240281939,dad-grandpa-number-one-personalised-oak-veneer-bottle-opener,Football Shirt Personalised Oak Veneer Bottle Opener Gift,no native builder — still depends on Globo,769864,keep on Globo until a native builder exists
9436254962003,personalised-mum-hanging-heart-poem,Personalised 'Mum Hanging Heart Poem' Gift,no native builder — still depends on Globo,"769869,903237",keep on Globo until a native builder exists
9436249751891,,,not active (archived/draft/deleted),769873,ignore — set can go if it only holds products like this
9436254568787,personalised-mr-mrs-standing-plaque,Personalised Mr & Mrs Wedding Standing Plaque Gift | Unique Wedding Day Present UK,no native builder — still depends on Globo,769874,keep on Globo until a native builder exists
9436264268115,personalised-christening-pebble-hanging-heart,Personalised Christening Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769877,REMOVE from these option sets
9436272918867,personalised-rainbow-teacher-pebble-people-hanging-heart,Personalised Teacher Rainbow Pebble People Hanging Heart Gift — Unique End of Year Present UK,native Daisy builder — Globo NOT needed,769881,REMOVE from these option sets
9436261777747,personalised-couple-valentines-edition-pebble-hanging-heart,Personalised Couple Love Is An Invisible Thread Pebble Hanging Heart Gift | Unique Wedding Anniversary Present UK,native Daisy builder — Globo NOT needed,769885,REMOVE from these option sets
9436266365267,personalised-everything-to-me-pebble-hanging-heart,Personalised Couple Everything To Me Pebble Hanging Heart Gift | Unique Wedding Anniversary Present UK,native Daisy builder — Globo NOT needed,769887,REMOVE from these option sets
9436265447763,personalised-flutterby-blossom-tree-pebble-hanging-heart-6-colours,Personalised Couple Love Tree Pebble Hanging Heart Gift — 6 Colours | Wedding Anniversary Gift UK,native Daisy builder — Globo NOT needed,769889,REMOVE from these option sets
9436264431955,personalised-christmas-2022-hanging-pebble-decoration,Personalised Christmas Family Door Hanging Pebble Decoration,no native builder — still depends on Globo,769905,keep on Globo until a native builder exists
9436255846739,personalised-new-home-our-home-pebble-hanging-heart,Personalised 'New Home/Our Home' Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769908,REMOVE from these option sets
9436255289683,personalised-new-baby-stalk-hanging-heart,Personalised 'New Baby Stork' Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769917,REMOVE from these option sets
9436266529107,personalised-family-christmas-pebble-hanging-heart,Personalised Family Christmas Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769919,REMOVE from these option sets
9436266922323,personalised-family-pebble-hanging-heart,Personalised Family Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769919,REMOVE from these option sets
9436260335955,personalised-1st-christmas-new-home-pebble-hanging-heart,"Personalised ""1st Christmas New Home"" Pebble Hanging Heart",native Daisy builder — Globo NOT needed,769919,REMOVE from these option sets
9436272197971,personalised-new-home-pebble-hanging-heart,Personalised New Home Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769919,REMOVE from these option sets
9436262596947,personalised-remembrance-christmas-pebble-hanging-heart,"Personalised ""Remembrance"" Christmas Pebble Hanging Heart",native Daisy builder — Globo NOT needed,769924,REMOVE from these option sets
9436269314387,personalised-graduation-pebble-hanging-heart,Personalised Graduation Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769927,REMOVE from these option sets
9436274262355,,,not active (archived/draft/deleted),769927,ignore — set can go if it only holds products like this
9436263285075,personalised-birthday-pebble-hanging-heart,Personalised Birthday Pebble Hanging Heart Gift,native Daisy builder — Globo NOT needed,769928,REMOVE from these option sets
9436272066899,personalised-new-baby-pebble-hanging-heart-3-colours,Personalised New Baby Pebble Hanging Heart Gift (3 colours),native Daisy builder — Globo NOT needed,769929,REMOVE from these option sets
9436262170963,personalised-my-1st-christmas-babys-1st-christmas-pebble-hanging-heart,"Personalised ""My 1st Christmas"" Baby's 1st Christmas Pebble Hanging Heart",native Daisy builder — Globo NOT needed,769931,REMOVE from these option sets
9436272951635,personalised-robins-remembrance-outdoor-pebble-people-hanging,Personalised Robins Remembrance Outdoor Pebble People Hanging Heart Decoration,native Daisy builder — Globo NOT needed,769932,REMOVE from these option sets
9436256239955,,,not active (archived/draft/deleted),769939,ignore — set can go if it only holds products like this
9436222488915,,,not active (archived/draft/deleted),"769957,769978",ignore — set can go if it only holds products like this
9436222226771,,,not active (archived/draft/deleted),"769957,769978",ignore — set can go if it only holds products like this
9436222390611,,,not active (archived/draft/deleted),769960,ignore — set can go if it only holds products like this
9436222161235,,,not active (archived/draft/deleted),769960,ignore — set can go if it only holds products like this
9706278125907,,,not active (archived/draft/deleted),769963,ignore — set can go if it only holds products like this
9436216262995,,,not active (archived/draft/deleted),"769967,769978",ignore — set can go if it only holds products like this
9436220555603,,,not active (archived/draft/deleted),769971,ignore — set can go if it only holds products like this
9436212232531,,,not active (archived/draft/deleted),769974,ignore — set can go if it only holds products like this
9436213215571,,,not active (archived/draft/deleted),769974,ignore — set can go if it only holds products like this
9436213477715,,,not active (archived/draft/deleted),769974,ignore — set can go if it only holds products like this
9436226126163,,,not active (archived/draft/deleted),769974,ignore — set can go if it only holds products like this
9436217573715,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436217704787,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436217770323,,,not active (archived/draft/deleted),769974,ignore — set can go if it only holds products like this
9436217868627,,,not active (archived/draft/deleted),769974,ignore — set can go if it only holds products like this
9436219113811,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436225864019,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436225306963,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436220260691,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436224389459,,,not active (archived/draft/deleted),"769974,769978",ignore — set can go if it only holds products like this
9436220096851,,,not active (archived/draft/deleted),769976,ignore — set can go if it only holds products like this
9436221964627,,,not active (archived/draft/deleted),769976,ignore — set can go if it only holds products like this
9436225831251,,,not active (archived/draft/deleted),769976,ignore — set can go if it only holds products like this
9436275605843,,,not active (archived/draft/deleted),769977,ignore — set can go if it only holds products like this
9436211937619,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436213281107,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436213641555,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436214362451,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436214526291,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436216000851,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436219474259,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436215607635,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436216492371,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436216557907,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436218065235,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436218130771,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436218261843,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436219572563,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436220424531,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436221079891,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436221636947,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436221833555,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436221931859,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436222062931,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436222652755,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436223013203,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436224323923,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
9436225601875,,,not active (archived/draft/deleted),769978,ignore — set can go if it only holds products like this
